6847	walaasha	the sister
6848	abbaayo	sister
6849	abboowe	brother
6852	walaashaa	your sister
6853	walaalkaa	your brother
6854	walaalo	siblings
6855	walaalaha	the siblings
6856	walaalahay	my siblings
6857	walaalahaa	your siblings
6858	walaashay weyn	my big sister
6859	walaashay iga weyn	my older sister
6860	walaalkay iga yar	my younger brother
6861	Walaashay gurigay joogtaa.	My sister is at home.
6862	Walaalkay iskuulkuu jiraa.	My brother is at school.
6863	Walaalkay iskuulkuu joogaa.	My brother is at school.
6864	Walaalkay dugsiguu joogaa.	My brother is at school.
6865	Walaalkay dugsiguu jiraa.	My brother is at school.
6870	buur	mountain
6871	buurta	the mountain
6872	buuro	mountains
6873	buuraha	the mountains
6875	webiyadaas	those rivers
6876	buurtaas	that nountain
6877	buurahaas	those mountains
6878	webigeenna	our river
6880	Kani ma webiyaa?	Is this a river?
6881	Kani ma webi baa?	Is this a river?
6882	Webi miyaa kani?	Is this a river?
6883	Tani ma buuraa?	Is that a mountain?
6884	Buur miyaa tani?	Is this a mountain?
6886	dibiga	the ox
6887	hal dibi	one ox
6888	dibiyo	oxen
6890	dibiyada	the oxen
6891	dibida	the oxen
6892	shan dibi	five oxen
6893	dibigaas	that ox
6894	dibiyadaas	those oxen
6895	dibidaas	those oxen
6896	Kani ma dibiyaa?	Is this an ox?
6897	Dibi miyaa kani?	Is this an ox?
6899	Ma aragtay dibi|m?	Have you seen an ox?
6900	Ma aragtay dibiga?	Have you seen the ox?
6903	Dibigu waa weyn yahay.	The ox is big.
6906	Sabtiga	the Saturday
6909	labo Sabti	two Saturdays
6912	tukaha	the crow
6913	saddex tuke	three crows
6914	tukayaal	crows
6917	Kani ma tukaa?	Is this a crow?
6918	Tuke miyaa kani?	Is this a crow?
6919	Ma aragtay tukaha?	Have you seen the crow?
6923	magaalada	the city
6926	magaalooyinkaas	those cities
6927	magaalooyinka Soomaaliya	the cities of Somalia
6928	magaalooyinka Iswiidhan	the cities of Sweden
6929	magaalooyinka Afrika	the cities of Africa
6931	Magaalo miyaa tani?	Is this a city?
6932	Haa, waa magaalo weyn.	Yes, it is a big city.
6934	Haa, waa magaalo qurux badan.	Yes, it is a beautiful city.
6935	Ma aragtay?	Have you seen it?
6937	Hore ma u aragtay magaaladan?	Have you seen this city before?
6938	Haa, waa arkay.	Yes, I have seen (it).
6940	Ma timid magaaladan?	Have you been to this city?
6941	Hore ma u timid magaaladan?	Have you been to this city before?
6942	Ma joogi jirtay magaaladan?	Did you use to stay in this city?
6943	Haa, waa imid.	Yes, I have (come here before).
6944	Haa, waa joogi jiray.	Yes, I used to stay (here).
6948	biyo yar	a little water
6949	hal litir oo biyo ah	one liter of water
6950	litir	liter
6952	litirka	the liter
6953	litirro	liters
6954	labo litir	two liters
6955	saddex litir	three liters
6956	kiilo	a kilo
6958	hal kiilo	one kilo
6959	hal kiilo oo caano ah	one kilo of milk
6960	hal mitir	one meter
6961	mitirka	the meter
6965	labo litir oo caano ah	two liters of milk
6967	biyahaas	that water
6968	biyahayga	my water
6970	biyihiisa	his water
6971	biyaheeda	her water
6973	biyihiinna	your water
6975	naag	a woman
6981	dumarka	the women
6987	hal sawir	one picture
6990	hal sawir oo weyn	one big picture
6991	Kaasi waa Xasan.	That is Hasan.
6992	Kaasi waa sawirkii Xasan.	This is Hasan's picture.
6993	Kuwaasi waa labadii sawir ee Xasan.	Thse are Hasan's two pictures.
6994	kubbaddii Xasan	Hasan's ball
6995	banoonigii Xasan	Hasan's football
6996	Waa banoonigii yaraa ee Xasan.	It is Hasan's little football.
6997	Tani waa kubbaddii yarayd ee Xasan.	This is Hasan's little ball.
6998	Tani waa Saynab.	This is Saynab.
6999	Tani waa bisaddii Saynab.	This is Saynab's cat.
7001	Kani waa gurigii Shukri.	This is Shukri's house.
7002	Guriga Shukri waa qurxoon yahay.	Shukri's house is beautiful.
7004	Tani waa Suubban.	This is Suban.
7005	Kani waa Suubban ninkeedii.	This is Sugan's husband.
7006	Kani waa gurigii Suubban.	This is Suban's house.
7007	Kani waa Suubban gurigeedii.	This is Suban's house.
7009	Suubbi.	Do it!
7010	Waxaan suubbiyay.	I have done it.
7014	Kani waa Ubax gurigeedii.	This is Ubah's house.
7015	Kani waa guriga Ubax.	This is Ubah's house.
7016	Tani waa Xamdi.	This is Hamdi.
7017	Kani waa Xamdi gurigeedii.	This is Hamdi's house.
7018	Kani waa Xamdi gurigeeda.	This is Hamdi's house.
7019	Kani waa guriga Xamdi.	This is Hamdi's house.
7021	Tani waa Sahro.	This is Sahra.
7022	Kani waa Sahro gurigeedii.	This is Sahra's house.
7023	Kani waa Sahro gurigeeda.	This is Sahra's house.
7024	Kani waa guriga Sahro.	This is Sahra's house.
7025	Tani waa Ubax.	This is Ubah.
7026	Kani waa ubax.	This is a flower.
7027	ubax	a flower
7028	ubaxa	the flower
7029	hal ubax	one flower
7030	ubaxyo	flowers
7031	ubaxyada	the flowers
7032	Kani waa Maxamed.	This is Mahamed.
7033	Kani waa gurigii Maxamed.	This is Mahamed's house.
7034	Kani waa guriga Maxamed.	This is Mahamed's house.
7035	Kani waa Cali.	This is Ali.
7036	Kani waa guriga Cali.	This is Ali's house.
7037	Kani waa Muuse.	This is Muse.
7038	Kani waa guriga Muuse.	This is Muse's house.
7040	Kani waa guriga Xarbi.	This is Harbi's house.
7041	qaaddi	a judge
7042	qaaddiga	the judge
7043	qaaddiyo	judges
7044	qaaddiyada	the judges
7045	garyaqaan	a lawyer
7046	garyaqaanka	the lawyer
7047	garsoore	a lay judge
7048	garsooraha	the lay judge
7049	guriga martida	guesthouse
7051	Halkan ma ku yaallaa guri marti?	Is there a guesthouse here?
7052	gurimarti	guesthouse
7053	Halkani gurimarti ma leeyahay?	Is there a guesthouse here?
7055	marti|m	guest
7056	martiga	the guest
7058	hal marti	one guest
7059	qof marti ah	one guest
7061	caana-geel	camel milk
7062	caana-geela	the camel milk
7064	caana-ari	sheep/goat milk
7066	caanaha lo'da	(the) cow milk
7067	caanaha ariga	(the) sheep/goat milk
7068	hilibgeel	camel meat
7069	hilibgeela	the camelmeat
7070	hilibari	sheep/goat meat
7071	hilibariga	the sheep/goat meat
7072	hilib lo'aad	beef
7073	hilibka lo'da	the beef
7076	fure	key
7078	aabbihii	the father
7079	aabbaha	the father
7080	furihii	the key
7081	furaha	the key
7082	furahan	this key
7083	furihii guriga	the key to the house
7084	Furihii guriga waan ilaabay.	I have forgotten the key to the house.
7085	madax-weyne	a president
7086	madax-weynihii	the president
7087	madax-weynahan	this president
7088	magaalamadax	capital city
7089	magaalamadaxdii	the capital city
7090	Muqdisho	Mogadishu
7091	Jigjiga	Jijiga
7092	Hargeysa	Hargeisa
7094	Boosaaso	Bosaso
7096	gurigii	the house
7097	gurigayga	my house
7099	wiilkii	the boy
7100	wiilkayga	my son
7101	wiilkayaga	our son
7102	wiilkooda	their son
7103	gabadh	girl
7104	gabadhooda	their daughter
7106	qoraagii	the writer
7108	webigii	the river
7109	bad	a sea
7110	baddii	the sea
7111	geel	camels
7112	geelii	the camels
7113	hal geel	one camel
7117	gaarigii	the car
7118	hal gaari	one car
7120	sannadkii	the year
7121	hal sano	one year
7122	hal sannad	one year
7123	sannadkii tegay	last year
7125	ilig	a tooth
7128	ilkaha	the teeth
7133	iligga	the tooth
7139	dheg iyo ilig	en ear and a tooth
7140	dhegaha iyo ilkaha	the ears and the teeth
7141	dhego iyo ilko	ears and teeth
7142	ilko iyo dhego	teeth and ears
7143	iliggayga	my tooth
7146	ilkaheeda	her teeth
7149	iliggiisa	his tooth
7150	iliggeeda	her tooth
7151	iliggaaga	your tooth
7153	dhegtaada	your ear
7155	dhegteeda	her ear
7156	dhegaheeda	her ears
7157	dhegihiisa	his ears
7158	dhegohooda	their ears
7160	dhegihiinna	your ears
7161	iliggan	this tooth
7162	iliggaas	that tooth
7163	ilkahan	these teeth
7164	ilkahaas	those teeth
7166	dhegtaas	that ear
7170	dhego waaweyn	big ears
7171	ilig weyn	a big tooth
7172	ilko waaweyn	big eyes
7173	iliggan weyn	this big tooth
7174	ilkahan waaweyn	these big teeth
7175	iligga weyn	the big tooth
7176	ilkaha waaweyn	the big teeth
7177	iliggii weynaa	that big tooth
7178	ilkihii waaweynaa	those big eyes
7180	dhegaha waaweyn	the big ears
7183	dhegtii weynayd	that big ear
7184	dhegihii waaweynaa	those big ears
7185	dhegtiisa weyn	his big ear
7186	dhegihiisa waaweyn	his big ears
7187	dhegihiisii waaweynaa	those big ears of his
7188	dhegtiisii weynayd	that big ear of his
7189	hal dheg	one ear
7190	labo dhegood	two ears
7191	saddex dhegood	three ears
7192	afar dhegood	four ears
7193	shan dhegood	five ears
7194	lix dhegood	six ears
7195	toddobo dhegood	seven ears
7196	siddeed dhegood	eight ears
7197	sagaal dhegood	nine ears
7198	toban dhegood	ten ears
7199	hal ilig	one tooth
7200	labo ilkood	two teeth
7201	saddex ilkood	three teeth
7202	saddex dhegood oo waaweyn	three big ears
7203	saddexdaas dhegood oo waaweyn	those three big ears
7204	saddexdiisa dhegood ee waaweyn	his three big ears
7205	labada dhegood ee Cali	Ali's two ears
7206	Cali labadiisa dhegood	Ali's two ears
7207	Cali labadiisa dhegood ee waaweyn	Ali's two big ears
7208	labada dhegood ee waaweyn ee Cali	Ali's two big ears (in contrast to other smaller ears)
7209	labada dhegood oo waaweyn ee Cali	Ali's two big ears
7210	Dhegihiisu waa waaweyn yihiin.	His ears are big.
7211	Dhegaheedu waa yaryar yihiin.	Her ears are small.
7212	dhegtee	which ear?
7213	dhegahee	which ears?
7214	iliggee	which tooth?
7215	ilkahee	which teeth?
7216	Tani ma dhegaa?	Is this an ear?
7218	Kuwani ma dhegaa?	Are those ears?
7219	Kani ma ilig baa?	Is this a tooth?
7220	Kani ma iligaa?	Is this a tooth?
7222	Kuwani ma ilkaa?	Are these teeth?
7223	Haa, kuwani waa ilko.	Yes, these are teeth.
7224	Sahro iligga miyay aragtay?	Did Sahra see the tooth?
7225	Miyay iligga aragtay Sahro?	Did Sahra see the tooth?
7227	Maya, ma aysan arag.	No, she didn't see it.
7228	Maya, ma aysan arkin.	No, she didn't see it.
7229	Yaa arkay iligga?	Who saw the tooth?
7230	Sahraa aragtay.	Sahra saw it.
7231	Sahro ayaa aragtay.	Sahra saw it.
7232	Maxamed ayaa arkay.	Mohamed saw it.
7233	Maxamed baabuurkii miyuu arkay?	Did Mohamed see that car?
7234	Miyuu Maxamed baabuurkii arkay?	Did Mahamed see that car?
7236	Maya, ma uusan arkin.	No, he didn't see it.
7237	Maya, ma uusan arag.	No, he didn't see it.
7238	Yaa arkay baabuurka?	Who saw the car?
7239	Ayaa arkay baabuurka?	Who saw the car?
7240	Kumaa arkay baabuurka?	Who saw the car?
7241	Tumaa aragtay baabuurka?	Who saw the car?
7242	Kiinnee arkay baabuurka?	Which one of you saw the car?
7243	Tiinnee aragtay baabuurka?	Which one of you saw the car?
7244	Safiyo ayaa aragtay baabuurka.	Safia saw the car.
7245	Muuse ayaa arkay baabuurka.	Muse saw the car.
7246	Suubban ayaa aragtay baabuurka.	Suban saw the car.
7247	guriga macallinka	the teacher's house
7248	guriga cusub	the new house
7249	guriga macallinka ee cusub	the teacher's new house
7250	guriga cusub ee macallinka	the teacher's new house
7252	guriga macallinka cusub	the new teacher's house
7257	il weyn	a big eye
7258	il yar	a small eye
7259	ishaas yar	that small eye
7260	ishan yar	this small eye
7261	isha yar	the small eye
7262	ishii yarayd	that small eye
7263	indho yaryar	small eyes
7264	indhaha yaryar	the small eyes
7265	indhahaas yaryar	those small eyes
7266	indhahan yaryar	these small eyes
7267	indhihii yaryaraa	those small eyes
7268	indhahayga	my eyes
7269	indhahaaga	your eyes
7270	indhaheeda	her eyes
7271	indhihiisa	his eyes
7272	indhahooda	their eyes
7275	isheeda	her eye
7276	ishiisa	his eye
7277	ishiisii	that eye of his
7278	isheedii	that eye of hers
7279	ishaadii	that eye of yours
7280	ishii ku xanuunaysay	the eye that hurts you
7281	ishaadii ku xanuunaysay	your eye that you had ache in [???]
7282	indhaheeda waaweyn	her big eyes
7283	indhaheedii waaweynaa	those big eyes of hers
7284	hal il	one eye
7290	ganacsade	a businessman
7291	ganacsadaha	the businessman
7292	ganacsato	businessmen
7293	ganacsatada	the businessmen
7294	ganacsade wanaagsan	a good businessman
7295	ganacsadaha wanaagsan	the good businessman
7296	ganacsato wanaagsan	good businessmen
7297	ganacsatada wanaagsan	the good businessmen
7299	labo ganacsato oo waawanaagsan	two good businessmen
7300	labo ganacsato ah oo waawanaagsan	two good businessmen
7301	ganacsadahee	which businessman?
7302	ganacsatadee	which businessmen?
7303	ganacsatadaas wanwanaagsan	those good businessmen
7304	ganacsadahaas wanaagsan	that good businessman
7306	dayaxgacmeedka	the satellite
7310	dayaxgacmeedkaas	that satellite
7311	dayaxgacmeedkeenna	our satellite
7314	dayaxgacmeedyadii	those satellites
7315	dayaxgacmeedyadeenna	our setellites
7317	dayaxgacmeedyadoodii	those satellites of theirs
7318	dayaxgacmeedyadooda cusub	their new satteliets
7319	dayaxgacmeedyadoodii cusbaa	those new satellites of theirs
7320	Dayaxgacmeedyadoodu waa waaweyn yihiin.	Their satellites are big.
7321	Maxaad aragtay?	What did you see?
7323	Waxaan arkay dayaxgacmeedkii.	I saw that satellite.
7325	Wuxuu ahaa mid aad u weyn.	It was very big.
7327	Yaad aragtay?	Whom did you see?
7329	Waxaan arkay Safiyo.	I saw Safia.
7330	Waxaan arkay Warsame.	I saw Warsame.
7331	Waxaan arkay Sahro.	I saw Sahra.
7332	Waxaan arkay Muuse.	I saw Muse.
7333	Waxaan arkay Cabdi.	I saw Abdi.
7334	Cabdi ayaan arkay.	I saw Abdi.
7335	Sahro ayaan arkay.	I saw Sahra.
7336	Muuse ayaan arkay.	I saw Muse.
7337	Warsame ayaan arkay.	I saw Warsame.
7338	Safiyo ayaan arkay.	I saw Safia.
7339	Safiyaan arkay.	I saw Safia.
7340	Warsamaan arkay.	I saw Warsame.
7341	Muusaan arkay.	I saw Muse.
7342	Cabdiyaan arkay.	I saw Abdi.
7343	rooti	bread
7346	saddex xabbo oo rooti ah	three loaves of bread
7347	rootigan	this bread
7348	rootigaas	that bread
7352	rootigooda	their bread
7354	beerka	the liver
7355	beerar	livers
7356	beerarka	the livers
7357	beerkayga	my liver
7358	beerkaaga	your liver
7360	beerta	the garden
7361	beero	fields
7364	beerahayga	my fields
7366	beerahaaga	your fields
7372	feerahayga	my ribs
7374	feerahaaga	your ribs
7377	labo feer	two fists
7378	feeryo	fists
7379	feerar	fists
7380	doofaar|m	a pig
7381	doofaarka	the pig
7383	doofaarraha	the pigs
7385	lacag	money
7386	lacagta	the money
7387	lacago	currencies
7388	lacagaha	the currencies
7389	lacagtan	this money
7392	lacagtaada	your money
7393	lacagtooda	their money
7394	lacagteenna	our money
7395	lacagteeda	her money
7396	lacagtiisa	his money
7397	lacagteedii	that money of hers
7398	lacagtoodii	that money of theirs
7399	lacagta oo dhan	all the money
7402	Waa lacagtee?	What money is it?
7403	Yaa leh lacagtan?	Who owns this money?
7404	Waa lacagtii Sahro.	It is Sahra's money.
7405	Waa lacagta Sahro.	It is Sahra's money.
7406	Sahraa leh.	Sahra owns it.
7407	Tani waa lacagtayda.	This is my money.
7408	Tani waa lacagtaydii.	This is my money.
7410	Lacagtaadii miyaa tani?	Is this that money of yours?
7411	Ma aragtay lacagtaydii?	Have you seen my money?
7412	Yaa arkay lacagtaydii?	Who has seen my money?
7413	Anigaa arkay lacagtaadii.	I have seen your money.
7414	Maxamed miyaa arkay lacagtaadii?	Has Mohamed seen that money of yours?
7415	Ma Maxamed baa arkay lacagtaadii?	Has Mahamed seen that money of yours?
7417	Ma Sahraa aragtay lacagtaadii?	Has Sahra seen that money of yours?
7420	Haa, waan arkay.	Yes, I have seen it.
7421	Maya, ma arkin.	No, I haven't seen it.
7422	Maya, ma arag.	No, I haven't seen it.
7423	Lacagtii waa dhuntay.	The money has disappeared.
7424	Lacagtii waa luntay.	The money has disappeared.
7425	Maxaa lumay?	What has disappeared?
7426	Lacagtii baa dhuntay.	The money has disappeared.
7427	Lacagtii baa luntay.	The money has disappeared.
7428	qoraal	a text
7429	qoraalka	the text
7430	qoraallo	texts
7431	qoraallada	the texts
7432	qoraalkii	that text
7433	qoraalladii	those texts
7434	qoraalkan	this text
7435	qoraalkaas	that text
7436	qoraalkayga	my text
7437	qoraalkaaga	your text
7438	qoraalkiisa	his text
7439	qoraalkeeda	her text
7440	qoraalkooda	their text
7441	qoraalladayda	my texts
7442	qoraalladaada	your texts
7443	qoraalladiisa	his texts
7444	qoraalladeeda	her texts
7445	magac-u-yaal	a pronoun
7446	magac-u-yaalka	the pronoun
7447	magac-u-yaallo	pronouns
7448	magac-u-yaallada	the pronouns
7449	magac-u-yaalkan	this pronoun
7450	magac-u-yaalladaas	those pronouns
7451	sun	poison
7453	sumo	poisons
7454	sumaha	the poisons
7455	gaaska dadka ka ilmaysiiya	teargas
7456	lafdhabar	a spine
7457	lafdhabarta	the spine
7458	lafdhabarro	spines
7459	lafdhabarrada	the spines
7460	lafdhabartan	this spine
7461	lafdhabartaas	that spine
7462	lafdhabartayda	my spine
7463	lafdhabartaada	your spine
7464	laf	a bone
7465	lafta	the bone
7466	lafo	bones
7467	lafaha	the bones
7468	dhabar	a back
7469	dhabarka	the back
7470	dhabarro	backs
7471	dhabarrada	the backs
7472	silsilad	a chain
7473	silsiladda	the chain
7474	silsilado	chains
7475	silsiladaha	the chains
7476	silsiladdayda	my chain
7477	silsiladdaada	your chain
7478	silsiladahayga	my chains
7479	silsiladahaaga	your chains
7480	xoolo	cattle
7481	xoolaha	the cattle
7482	xoolodhaqasho	cattle breeding
7483	xoolodhaqashada	the cattle breeding
7484	xooladhaqato	cattle breeders
7485	xooladhaqatada	the cattle breeders
7486	xooladhaqatadaas	those cattle breeders
7487	nin xoolodhaqato ah	a cattle breeder
7488	markab	a ship
7489	markabka	the ship
7490	maraakiib	ship
7491	maraakiibta	the ship
7492	gaadiid	vehicles
7493	gaadiidka	the vehicles
7494	gaadiidkan	these vehicles
7495	dhammaan maraakiibta	all the ship
7496	maraakiibta oo dhan	all the ship
7497	markab kasta	every ship
7498	hal markab oo kaliya	only one ship
7499	ilig kasta	every tooth
7500	hal ilig oo kaliya	only one tooth
7501	ilkaha oo dhan	all the teeth
7502	il kasta	every eye
7503	hal il oo kaliya	only one eye
7504	indhaha oo dhan	all the eyes
7505	dhar	clothes
7506	dharka	the clothes
7507	ciid	eid
7508	ciidda	the eid
7509	dharka ciidda	eid clothes
7510	tartan	a competition
7511	tartanka	the competition
7512	akhris	writing
7513	akhriska	the writin
7514	tartan akhris	a writing competition
7515	tartan baabuureed	a car race
7516	calaamad	a symbol
7517	calaamado	symbols
7518	calaamadda	the symbol
7519	calaamadaha	the symbols
7520	geesi	a hero
7521	geesinnimo	bravery
7522	calaamad geesinnimo	a sign of bravery
7523	geesiyad	a heroine
7524	dhar ciid	eid clothes
7525	tartan baabuur	a car race
7526	Cali saaxiibkiis	Ali's friend
7527	saaxiibkii Cali	the friend Ali
7528	saaxiibkay Cali	my friend Ali
7529	saaxiibkay Maxamed	my friend Mahamed
7530	saaxiibkay Cabdi	my friend Abdi
7531	Cabdi baabuurkiisii	that car of Abdi's
7532	baabuurkii Cabdi	that car of Abdi's
7533	baabuurkii Cali	that car of Ali's
7534	baabuurkii Maxamed	that car of Mahamed's
7535	boos	place
7536	goob	a place
7537	meel	place
7538	booska	the place
7539	goobta	the place
7540	meesha	the place
7541	boosas	places
7542	goobo	places
7543	meelo	places
7544	boosaska	the places
7545	goobaha	the places
7546	meelaha	the places
7547	moos	bananas
7548	mooska	the bananas
7549	hal xabbo oo moos ah	one banana
7550	Soomaali|m	a Somali
7551	Soomaali|f	Somalis
7552	Soomaalida	the Somalis
7553	Soomaalidaas	those Somalis
7555	Soomaaliga	the Somali
7556	af-Soomaali	Somali language
7557	af-Soomaaliga	the Somali language
7558	afka Soomaaliga	the Somali language
7559	gabadh Soomaali ah	a Somali girl
7560	Soomaaliyad	a Somali woman
7561	gabadh Soomaaliyad ah	a Somali girl
7562	askari	a soldier
7563	askariyad	a woman soldier
7564	askariga	the soldier
7565	askariyadda	the woman soldier
7567	askar	soldiers
7568	askarta	the soldiers
7569	ciidan	a force
7570	ciidammo	forces
7571	ciidammada cirka	the air forces
7572	ciidammada lugta	the infatery
7573	ciidammada badda	the navy
7574	ciidanka	the army
7575	tartan awr	a camel race
7576	tartan awreed	a camel race
7577	tartan geeleed	a camel race
7578	dhibic	a drop
7579	dhibicda	the drop
7580	dhibco	drops
7581	dhibcaha	the drops
7582	dhibcahan	thses drops
7583	roob	rain
7584	roobka	the rain
7585	roobab	rains
7586	roobabka	the rains
7587	dhibco roob	rain drops
7589	iligta	the tooth
7590	ilko	teeth
7592	dheg	ear
7593	dhegta	the ear
7594	dhego	ears
7595	dhegaha	the ears
7596	hal ilig iyo hal dheg	one tooth and one ear
7597	ilig iyo dheg	a tooth and an ear
7599	iligtayda	my tooth
7600	ilkahayga	my teeth
7601	ilkahaaga	your teeth
7602	ilkihiisa	his teeth
7603	ilkahooda	her teeth
7604	iligtaada	your tooth
7605	iligteeda	her tooth
7606	ilkaheenna	our teeth
7607	dhegtayda	my ear
7608	dhegtiisa	his ear
7611	dhegaheenna	our ears
7612	dhegahayga	my ears
7613	dhegahooda	their ears
7615	iligtan	this tooth
7616	ilkahaan	these teeth
7617	iligtaas	that tooth
7620	dhegahaas	those ears
7621	dhegtan	this ear
7622	dhegahan	these ears
7623	dheg weyn	a big ear
7628	dhegta weyn	the big ear
7629	iligta weyn	the big tooth
7631	dhegahaas waaweyn	those big ears
7632	dhegtaas weyn	that big ear
7633	iligtaas weyn	that big tooth
7634	ilkahaas waaweyn	those big teeth
7635	dhegahayga waaweyn	my big ears
7636	dhegtayda weyn	my big ear
7638	labo dhego	two ears
7639	labo dheg	two ears
7649	labadayda dhegood	my two ears
7650	labadaas dhegood	those two ears
7651	labadaas dhegood oo waaweyn	those two big ears
7653	dhegihii Cali	those ears of Ali's
7654	labadii dhegood ee Cali	Ali's two ears
7655	labadii dhegood ee waaweynaa ee Cali	Ali's two big ears
7656	labadii dhegood ee Cali ee waaweynaa	Ali's two big ears
7657	labadaas dhegood ee waaweyn	those two big ears  (in contrast to other smaller ears)
7659	Dhegahayga waa weyn yihiin.	My ears are big.
7660	Dhegahayga waa waaweyn yihiin.	My ears are big.
7663	Tani ma dheg baa?	Is this an ear?
7664	Kuwani ma dhego baa?	Are these ears?
7665	Tani ma ilig baa?	Is this a tooth?
7666	Kuwani ma ilka baa?	Are these teeth?
7667	Haa, waa ilko.	Yes, they are teeth.
7668	Haa, waa ilig.	Yes, it is a tooth.
7669	Tani waa dheg.	This is a tooth.
7670	Kuwani waa dhego.	These are ears-
7671	Cali miyuu arkay dhegta?	Did Ali see the ear?
7672	Yaa arkay dhegihii Cali?	Who saw Ali's ears?
7673	Caasha baa aragtay.	Asha saw them.
7674	Maxamed baa arkay.	Mohamed saw them.
7675	Muuse baa arkay.	Muse saw them.
7676	Warsame baa arkay.	Warsame saw them.
7677	Faadumo baa aragtay.	Faduma saw them.
7680	macallinka cusub	the new teacher
7683	macallinka cusub gurigiisa	the new teacher's house
7684	il	an eye
7685	indho	eyes
7686	indhaha	the eyes
7687	isha	the eye
7689	isha weyn	the big eye
7690	indhaha waaweyn	the big eyes
7691	indho waaweyn	big eyes
7692	ishan	this eye
7693	ishaas	that eye
7694	ishayda	my eye
7695	ishaada	your eye
7698	indhaheenna	our eyes
7699	indhahooda	their eyes
7700	indhahan	these eyes
7701	indhahaas	those eyes
7702	indhahaas waaweyn	those big eyes
7703	ishaas weyn	this big eye
7704	isheeda weyn	her big eye
7705	ishiisa weyn	his big eye
7706	indhahooda waaweyn	their big eyes
7707	indhaheenna waaweyn	our big eyes
7710	labo il	two eyes
7711	labo indhood	two eyes
7712	saddex indhood	three eyes
7713	afar indhood	four eyes
7714	shan indhood	five eyes
7715	lix indhood	six eyes
7716	toddobo indhood	seven eyes
7717	siddeed indhood	eight eyes
7718	siddeed ilood	eight springs
7719	sagaal indhood	nine eyes
7720	milkiile	an owner
7721	hantiile	a prosperous man
7723	hantilaawe	a man without possessions
7724	dukaanlaha	the shopkeeper
7725	dukaanley	shopkeepers
7726	dukaanleyda	the shopkeepers
7727	dukaanlayaasha	the shopkeepers
7728	dukaanlayaal	shopkeepers
7729	dukaanlahan	this shopkeeper
7730	dukaanlahaas	that shopkeeper
7731	dukaanleydaas	those shopkeepers
7732	dukaanlaha cusub	the new shopkeeper
7733	ganacsadaha cusub	the new businessman
7735	ganacsadayaal	businessmen
7736	ganacsadayaasha	the businessmen
7741	hal ganacsade oo wanaagsan	one good businessman
7742	labo ganacsade oo wanaagsan	two good businessmen
7743	ganacsadahan wanaagsan	thsi good businessman
7744	ganacsatadan wanaagsan	these good businessmen
7745	ganacsadayaashatan ee wanaagsan	these good businessmen
7746	ganacsadayaashan wanaagsan	these good businessmen
7747	ganacsadayaashan wanwanaagsan	these good businessmen
7748	dayaxgacmeed	satellite
7750	dayaxgacmeedyo	satellites
7751	dayaxgacmeedyada	the satellites
7752	dayaxgacmeedkan	this satellite
7754	dayaxgacmeedkayga	my satellite
7755	dayaxgacmeedkaada	your satellite
7756	dayaxgacmeedkeeda	her satellite
7757	dayaxgacmeedkiisa	his satellite
7758	dayaxgacmeedkaaga	your satellite
7759	dayaxgacmeedyadan	these satellites
7760	dayaxgacmeedyadaas	those satellites
7761	dayaxgacmeedyadooda	their satellites
7762	dayaxgacmeedyadooda waaweyn	their big satellites
7763	dayaxgacmeedkiisa weyn	his big satellite
7764	Dayaxgacmeedkooda waa mid weyn.	Their satellite is big.
7765	Dayaxgacmeedkooda waa ku weyn.	Their satellite is big.
7767	Waxaan arkay dayaxgacmeed.	I saw a satellite.
7769	Wuxuu ahaa mid weyn.	It was big.
7770	Siduu u ekaa?	What was it like?
7771	Sidee buu u yaallay?	How was it?
7772	Sidee buu u yiil?	How was it?
7773	Kumaad aragtay?	Whom did you see?
7774	Kuma ayaad aragtay?	Whom did you see?
7775	Keed aragtay?	Whom did you see?
7776	Kee baad soo aragtay?	Whom did you see?
7777	Kee soo aragtay?	Whom did you see?
7778	Waxaan soo arkay Warsame.	I saw Warsame.
7779	Warsame baan soo arkay.	I saw Warsame.
7780	Sahro baan soo arkay.	I saw Sahra.
7781	Sahro ayaan soo arkay.	I saw Sahra.
7782	Sahraan soo arkay.	I saw Sahra.
7783	Waxaan soo arkay Sahro.	I saw Sahra.
7786	rootiyo	loafs of bread
7787	rootiyada	the loafs of bread
7790	rootiyadaas	those breads
7791	rootiyadan	these breads
7792	rootiyahan	these breads
7793	rootidan	this bread
7794	furin	bread
7795	furinka	the bread
7796	furriin	divorce
7797	furriinka	the divorce
7798	furriimmo	divorces
7799	furriimaha	the divorces
7800	rootigayga	my bread
7801	rootigaaga	your bread
7803	rootigiisa	his bread
7804	rootigeeda	her bread
7806	rootigaagan	this bread of yours
7807	rootigaygan	this bread of mine
7808	bisaddaydan	this cat of mine
7809	rootigaagaas	that bread of yours
7810	rootigiisaas	that bread of his
7811	rootigeedaas	that bread of hers
7812	rootigoodaas	that bread of theirs
7813	beer|m	liver
7819	saddex beer	three livers
7820	labo	two
7821	saddex cad oo beer ah	three pieces of liver
7822	saddex cadood oo beer ah	three pieces of liver
7827	beer|f	garden, field
7830	beeraha	the fields
7831	beertayda	my garden
7832	beertaada	your garden
7833	beertiisa	his garden
7834	beerteenna	our garden
7835	beertooda	their garden
7836	beerkooda	their liver
7837	beerkiisa	his liver
7838	beerkeeda	her liver
7841	feero	ribs
7842	feeraha	the ribs
