8037	Mm__12__285.wav	qalimmo	qalimmó	
8038	Mm__12__286.wav	qalimmada	qalimmáda	
8039	Mm__12__287.wav	qalimmada	qalimmáda	
8040	Mm__12__288.wav	qalimmada	qalimmáda	
8041	Mm__12__289.wav	qalimaha	qalimáha	
8042	Mm__12__290.wav	qalimaanta	qalimaánta	
8043	Mm__12__291.wav	qalimaanta	qalimaánta	
8044	Mm__12__292.wav	qalimaanta	qalimaánta	
8045	Mm__12__293.wav	qalinka	qálinka	
8046	Mm__12__294.wav	qalmaanta	qalmaánta	
8047	Mm__12__295.wav	qalimmadaada	qalimmádaada	
8048	Mm__12__296.wav	qalimmadaada	qalimmádaada	
8049	Mm__12__297.wav	qalimmadaada	qalimmádaada	
8050	Mm__12__298.wav	qalimaantaada	qalimaántaada	
8051	Mm__12__299.wav	qalimaantaada	qalimaántaada	
8052	Mm__12__300.wav	qalimaantaada	qalimaántaada	
8053	Mm__12__301.wav	qalimmadaadaas	qalimmádaadaás	
8054	Mm__12__302.wav	qalimmadaadaas	qalimmádaadaas	
8055	Mm__12__303.wav	qalimmadaadaas	qalimmádaadaas	
8056	Mm__12__304.wav	qalimaantaadaas	qalimaántaadaás	
8057	Mm__12__305.wav	qalimaantaadaas	qalimaántaadaas	
8058	Mm__12__306.wav	qalimaantaadaas	qalimaántaadaas	
8059	Mm__12__307.wav	qalimaantaadaas	qalimaántaadaas	
8060	Mm__12__308.wav	qalimmadaadaas cusub	qalimmádaadaás cusúb	
8061	Mm__12__309.wav	qalimmadaadaas cusub	qalimmádaadaás cusub	
8062	Mm__12__310.wav	qalimmadaadaas cusub	qalimmádaadaás cusúb	
8063	Mm__12__311.wav	qalimaantaadaas cusub	qalimaántaadaás cusub	
8064	Mm__12__312.wav	qalimaantaadaas cusub	qalimaántaadaás cusub	
8065	Mm__12__313.wav	qalimaantaadaas cusub	qalimaántaadaás cusub	
8066	Mm__12__314.wav	buugaag	buugaág	
8067	Mm__12__315.wav	buugaag	buugaág	
8068	Mm__12__316.wav	buugaag	buugaág	
8069	Mm__12__317.wav	buugaagteeda	buugaágteeda	
8070	Mm__12__318.wav	buugaagteeda	buugaágteeda	
8071	Mm__12__319.wav	buugaagteeda	buugaágteeda	
8072	Mm__12__320.wav	buugaagteeda cusub	buugaágteeda cusúb	
8073	Mm__12__321.wav	buugaagteeda cusub	buugaágteeda cusub	
8074	Mm__12__322.wav	buugaagteeda cusub	buugaágteeda cusub	
8075	Mm__12__323.wav	buugaagteedii cusbaa	buugaágteedií cusbáa	
8076	Mm__12__324.wav	buugaagteedii cusbaa	buugaágteedií cusbaá	
8077	Mm__12__325.wav	buugaagteedii cusbaa	buugaágteedií cusbaá	
8078	Mm__12__326.wav	madax|m	mádax	
8079	Mm__12__327.wav	madax|m	mádax	
8080	Mm__12__328.wav	madaxyo	madaxyó	
8081	Mm__12__329.wav	madaxyo	madaxyó	
8082	Mm__12__330.wav	madaxyo	madaxyó	
8083	Mm__12__331.wav	madaxa	mádaxa	
8084	Mm__12__332.wav	madaxda	madáxda	
8085	Mm__12__333.wav	madaxda	madáxda	
8086	Mm__12__334.wav	madaxdaas	madáxdaas	
8087	Mm__12__335.wav	madaxdaas	madáxdaas	
8088	Mm__12__336.wav	madaxdaas	madáxdaas	
8089	Mm__12__337.wav	madaxdaas	mádáxdaas	
8090	Mm__12__338.wav	madax|f	madáx	
8091	Mm__12__339.wav	madax|f	madáx	
8092	Mm__12__340.wav	madax|f	madáx	
8093	Mm__12__341.wav	madax|f	madáx	
8094	Mm__12__342.wav	xor	xór	
8095	Mm__12__343.wav	xor	xór	
8096	Mm__12__344.wav	xorriyad	xorriyád	
8097	Mm__12__345.wav	xorriyad	xorriyád	
8098	Mm__12__346.wav	xorriyad	xorriyád	
8099	Mm__12__347.wav	xornimo	xornímo	
8100	Mm__12__348.wav	xornimo	xornímo	
8101	Mm__12__349.wav	xorriyad	xorriyád	
8102	Mm__12__350.wav	xornimo	xornímo	
8103	Mm__12__351.wav	musharrax	mushárrax	
8104	Mm__12__352.wav	murrashax	murráshax	
8105	Mm__12__353.wav	musharrax	mushárrax	
8106	Mm__12__354.wav	murrashax	murráshax	
8107	Mm__12__355.wav	murrashax	murráshax	
8108	Mm__12__356.wav	murrashax	murráshax	
8109	Mm__12__357.wav	musharrax	mushárrax	
8110	Mm__12__358.wav	musharrax	mushárrax	
8111	Mm__12__359.wav	musharraxnimo	musharraxnímo	
8112	Mm__12__360.wav	musharraxnimo	musharraxnímo	
8113	Mm__12__361.wav	musharraxnimo	musharraxnímo	
8114	Mm__12__362.wav	murrashaxnimo	murrashaxnímo	
8115	Mm__12__363.wav	murrashaxnimo	murrashaxnímo	
8116	Mm__12__364.wav	murrashaxnimo	murrashaxnímo	
8117	Mm__12__365.wav	qof	qóf	
8118	Mm__12__366.wav	qof	qóf	
8119	Mm__12__367.wav	dad	dád	
8120	Mm__12__368.wav	insaan	insáan	
8121	Mm__12__369.wav	insaan	insáan	
8122	Mm__12__370.wav	insaan	insáan	
8123	Mm__12__371.wav	insaan	insáan	
8124	Mm__12__372.wav	insaan	insáan	
8125	Mm__12__373.wav	insaannimo	insaannimó	
8126	Mm__12__374.wav	insaannimo	insaannímo	
8127	Mm__12__375.wav	insaannimo	insaannímo	
8128	Mm__12__376.wav	insaaniyad	insaaniyád	
8129	Mm__12__377.wav	insaaniyad	insaaniyád	
8130	Mm__12__378.wav	insaaniyad	insaaniyád	
8131	Mm__12__379.wav	hantiwadaag	hantiwadáag	
8132	Mm__12__380.wav	hantiwadaag	hantiwadáag	
8133	Mm__12__381.wav	hantiwadaag	hantiwadáag	
8134	Mm__12__382.wav	shuuci	shuúci	
8135	Mm__12__383.wav	shuuci	shuuci	
8136	Mm__12__384.wav	shuuci	shúuci	
8137	Mm__12__385.wav	shuuci	shúuci	
8138	Mm__12__386.wav	shuuciyad	shuuciyád	
8139	Mm__12__387.wav	shuuciyad	shuuciyád	
8140	Mm__12__388.wav	shuuciyad	shuuciyád	
8141	Mm__12__389.wav	shuucinimo	shuucinímo	
8142	Mm__12__390.wav	shuucinimo	shuucinímo	
8143	Mm__12__391.wav	shuucinimo	shuucinímo	
8144	Mm__12__392.wav	shuucinimo	shuucinímo	
8145	Mm__12__393.wav	kalgacal	kalgácal	
8146	Mm__12__394.wav	kalgacal	kalgácal	
8147	Mm__12__395.wav	kalgacal	kalgácal	
8148	Mm__12__396.wav	kalgacal	kalgácal	
8149	Mm__12__397.wav	kalgacal	kalgácal	
8150	Mm__12__398.wav	kalgacal	kalgácal	
8151	Mm__12__399.wav	kalgacal	kalgácal	
8152	Mm__12__400.wav	kalgacayl	kalgacáyl	
8153	Mm__12__401.wav	kalgacayl	kalgacáyl	
8154	Mm__12__402.wav	kalgacaltooyo	kalgacaltoóyó	
8155	Mm__12__403.wav	kalgacaltooyo	kalgacaltóoyo	
8156	Mm__12__404.wav	kalgacayl	kalgacáyl	
8157	Mm__12__405.wav	kalgacayl	kalgacáyl	
8158	Mm__12__406.wav	kalgacayl	kalgacáyl	
8159	Mm__12__407.wav	kalgacaltooyo	kalgacaltóoyo	
8160	Mm__12__408.wav	dhaxal	dháxál	
8161	Mm__12__409.wav	dhaxal	dhaxál	
8162	Mm__12__410.wav	dhaxal	dhaxál	
8163	Mm__12__411.wav	dhaxaltooyo	dhaxaltóoyo	
8164	Mm__12__412.wav	dhaxaltooyo	dhaxaltóoyo	
8165	Mm__12__413.wav	dhaxaltooyo	dhaxaltóoyo	
8166	Mm__12__414.wav	boqortooyo	boqortóoyo	
8167	Mm__12__415.wav	boqortooyo	boqortóoyo	
8168	Mm__12__416.wav	boqortooyo	boqortoóyo / boqortóoyo	
8169	Mm__12__417.wav	farxad	farxád	
8170	Mm__12__418.wav	farxad	farxád	
8171	Mm__12__419.wav	farxad	farxád	
8172	Mm__12__420.wav	nasiib	nasíib	
8173	Mm__12__421.wav	nasiib	nasíib	
8174	Mm__12__422.wav	nasiibdarro	nasiibdárro	
8175	Mm__12__423.wav	nasiibdarro	nasiibdárro	
8176	Mm__12__424.wav	nasiib	nasíib	
8177	Mm__12__425.wav	nasiib	nasíib	
8178	Mm__12__426.wav	nasiib	nasíib	
8179	Mm__12__427.wav	nasiibdarro	nasiibdárro	
8180	Mm__12__428.wav	nasiibdarro	nasiibdárro	
8181	Mm__12__429.wav	nasiibdarro	nasiibdárro	
8182	Mm__12__430.wav	naxariis	naxariís	
8183	Mm__12__431.wav	naxariis	naxariís	
8184	Mm__12__432.wav	naxariis	naxariís	
8185	Mm__12__433.wav	naxariisdarro	naxariisdárro	
8186	Mm__12__434.wav	naxariisdarro	naxariisdárro	
8187	Mm__12__435.wav	naxariisdarro	naxariisdárro	
8188	Mm__12__436.wav	nidaam	nidáam	
8189	Mm__12__437.wav	nidaam	nidáam	
8190	Mm__12__438.wav	nidaam	nidáam	
8191	Mm__12__439.wav	nidaamdarro	nidaamdárro	
8192	Mm__12__440.wav	nidaamdarro	nidaamdárro	
8193	Mm__12__441.wav	nidaamdarro	nidaamdárro	
8194	Mm__12__442.wav	afar	áfar	
8195	Mm__12__443.wav	afar	áfar	
8196	Mm__12__444.wav	afar	áfar	
8197	Mm__12__445.wav	gees|m	gées	
8198	Mm__12__446.wav	gees|m	gées	
8199	Mm__12__447.wav	gees|m	gées	
8200	Mm__12__448.wav	afar-gees	afar-gées	
8201	Mm__12__449.wav	afar-gees	afar-gées	
8202	Mm__12__450.wav	afar-gees	afar-gées	
8203	Mm__12__451.wav	afar-geesle	afar-geésle	
8204	Mm__12__452.wav	afar-geesle	afar-geésle	
8205	Mm__12__453.wav	af	áf	
8206	Mm__12__454.wav	af	áf	
8207	Mm__12__455.wav	af	áf	
8208	Mm__12__456.wav	foolxumo	foolxúmo	
8209	Mm__12__457.wav	foolxumo	foolxúmo	
8210	Mm__12__458.wav	foolxumo	foolxúmo	
8211	Mm__12__459.wav	xumo	xúmo	
8212	Mm__12__460.wav	xun	xún	
8213	Mm__12__461.wav	xun	xún	
8214	Mm__12__462.wav	xun	xún	
8215	Mm__12__463.wav	xumo	xúmo	
8216	Mm__12__464.wav	afxumo	afxúmo	
8217	Mm__12__465.wav	afxumo	afxúmo	
8218	Mm__12__466.wav	afxumo	afxúmo	
8219	Mm__12__467.wav	afxumo	afxúmo	
8220	Mm__12__468.wav	hawl	haúl	
8221	Mm__12__469.wav	hawl	haúl	
8222	Mm__12__470.wav	hawl	haúl	
8223	Mm__12__471.wav	qaran	qáran	
8224	Mm__12__472.wav	qaran	qáran	
8225	Mm__12__473.wav	qaran	qáran	
8226	Mm__12__474.wav	shaqoqarameed	shaqoqaraméed	
8227	Mm__12__475.wav	shaqoqarameed	shaqoqaraméed	
8228	Mm__12__476.wav	hawlqarameed	hawlqaraméed	
8229	Mm__12__477.wav	hawl qaran	háúl qaran	
8230	Mm__12__478.wav	hawl qaran	haúl qaran	
8231	Mm__12__479.wav	hawl qaran	haúl qaran	
8232	Mm__12__480.wav	shaqoqarameed	shaqoqaraméed	
8233	Mm__12__481.wav	dagaal sokeeye	dagáal sukeeyé	
8234	Mm__12__482.wav	dagaal sokeeye	dagáal sukeeyé	
8235	Mm__12__483.wav	dagaal sokeeye	dagáal sukeeyé	
8236	Mm__12__484.wav	dagaaldhul	dagaaldhul	
8237	Mm__12__485.wav	dagaaldhuleed	dagaaldhuléed	
8238	Mm__12__486.wav	dagaallo dhuleed	dagaalló dhuleed	
8239	Mm__12__487.wav	dayaxgacmeed	dayaxgacméed	
8240	Mm__12__488.wav	dayaxgacmeed	dayaxgacméed	
8241	Mm__12__489.wav	dayaxgacmeed	dayaxgacméed	
8242	Mm__12__490.wav	dabdamiye	dabdamíye	
8243	Mm__12__491.wav	dabdamiye	dabdamíye	
8244	Mm__12__492.wav	dabdamiye	dabdamíye	
8245	Mm__12__493.wav	dabdamis	dabdámis	
8246	Mm__12__494.wav	dabdamis	dabdámis	
8247	Mm__12__495.wav	dabdamis	dabdámis	
8248	Mm__12__496.wav	dabdamis	dabdámis	
8249	Mm__12__497.wav	dabdamis	dabdámis	
8250	Mm__12__498.wav	afhayeen	afhayeén	
8251	Mm__12__499.wav	afhayeen	afhayeén	
8252	Mm__12__500.wav	afhayeen	afhayeén	
8253	Mm__12__501.wav	afhayeen	afhayeén	
8254	Mm__12__502.wav	lacaghaye	lacaghayé	
8255	Mm__12__503.wav	lacaghaye	lacagháye	
8256	Mm__12__504.wav	lacaghaye	lacagháye	
8257	Mm__12__505.wav	lacaghaye	lacagháye	
8258	Mm__12__506.wav	lacaghaye	lacagháye	
8259	Mm__12__507.wav	nidaamdarro	nidaamdárro	
8260	Mm__12__508.wav	qaabdarro	qaabdárro	
8261	Mm__12__509.wav	qaabdarro	qaabdárro	
8262	Mm__12__510.wav	qaabdarro	qaabdárro	
8263	Mm__12__511.wav	qaabxumo	qaabxúmo	
8264	Mm__12__512.wav	qaabxumo	qaabxúmo	
8265	Mm__12__513.wav	qaabxumo	qaabxúmo	
8266	Mm__12__514.wav	nidaamxumo	nidaamxúmo	
8267	Mm__12__515.wav	nidaamxumo	nidaamxúmo	
8268	Mm__12__516.wav	nidaamxumo	nidaanxúmo	
8269	Mm__12__517.wav	qaab	qaáb	
8270	Mm__12__518.wav	qabweyn	qabweýn	
8271	Mm__12__519.wav	qabweyn	qabwéyn	
8272	Mm__12__520.wav	qabweyn	qabwéyn	
8273	Mm__12__521.wav	qabweyn	qabwéyn	
8274	Mm__12__522.wav	qab	qáb	
8275	Mm__12__523.wav	qab	qáb	
8276	Mm__12__524.wav	qab	qáb	
8277	Mm__12__525.wav	qabweyn	qabwéyn	
8278	Mm__12__526.wav	qabweyn	qabwéyn	
8279	Mm__13__1.wav	guryo	guryó	
8280	Mm__13__2.wav	guryo	guryó	
8281	Mm__13__3.wav	guryo	guryó	
8282	Mm__13__4.wav	guryihii	guryíhii	
8283	Mm__13__5.wav	guryihii	guryíhii	
8284	Mm__13__6.wav	guryihii	guryíhii	
8285	Mm__13__7.wav	guryihii yaryaraa	guryíhii yaryaraa	
8286	Mm__13__8.wav	guryihii yaryaraa	guryíhīī yaryaraa	
8287	Mm__13__9.wav	guryihii yaryaraa	guryíhīī yaryaraa	
8288	Mm__13__10.wav	madax-weynaha	madax-weynáha	
8289	Mm__13__11.wav	madax-weynaha	madax-weynáha	
8290	Mm__13__12.wav	madax-weynaha	madax-weynáha	
8291	Mm__13__13.wav	madax-weynihii	madax-weyníhii	
8292	Mm__13__14.wav	madax-weynihii	madax-weyníhii	
8293	Mm__13__15.wav	madax-weynihii	madax-weyníhii	
8294	Mm__13__16.wav	lo'	lo'	
8295	Mm__13__17.wav	lo'da	ló'oda	
8296	Mm__13__18.wav	lo'da	ló'oda	
8297	Mm__13__19.wav	lo'da	ló'oda	
8298	Mm__13__20.wav	lo'dii	ló'odii	
8299	Mm__13__21.wav	lo'dii	ló'odii	
8300	Mm__13__22.wav	lo'dii	ló'odii	
8301	Mm__13__23.wav	sac	sác	
8302	Mm__13__24.wav	saca	sáca	
8303	Mm__13__25.wav	saca	sáca	
8304	Mm__13__26.wav	saca	sáca	
8305	Mm__13__27.wav	sicii	sícii	
8306	Mm__13__28.wav	sicii	sícii	
8307	Mm__13__29.wav	sicii	sícii	
8308	Mm__13__30.wav	dibiga	díbiga	
8309	Mm__13__31.wav	sac	sác	
8310	Mm__13__32.wav	naagta	naágta	
8311	Mm__13__33.wav	naagta	naágta	
8312	Mm__13__34.wav	naagta	naágta	
8313	Mm__13__35.wav	naagtii	naágtii	
8314	Mm__13__36.wav	naagtii	naágtii	
8315	Mm__13__37.wav	naagtii	naágtii	
8316	Mm__13__38.wav	naagta yar	naágta yar	
8317	Mm__13__39.wav	naagta yar	naágta yar	
8318	Mm__13__40.wav	naagtii yarayd	naágtíí yarayd	
8319	Mm__13__41.wav	naagtii yarayd	náágtíí yarayd	
8320	Mm__13__42.wav	qorraxsoobax	qorraxsóobax	
8321	Mm__13__43.wav	aroorta	aroórta	
8322	Mm__13__44.wav	aroorta	aroórta	
8323	Mm__13__45.wav	aroorta	aroórta	
8324	Mm__13__46.wav	aroorta	aroórta	
8325	Mm__13__47.wav	aroorta	aroórta	
8326	Mm__13__48.wav	aroortii	aroórtii	
8327	Mm__13__49.wav	aroortii	aróórtíi	
8328	Mm__13__50.wav	aroortii	aroórtii	
8329	Mm__13__51.wav	badda	bádda	
8330	Mm__13__52.wav	badda	bádda	
8331	Mm__13__53.wav	badda	bádda	
8332	Mm__13__54.wav	baddii	báddii	
8333	Mm__13__55.wav	baddii	báddii	
8334	Mm__13__56.wav	baddii	báddii	
8335	Mm__13__57.wav	baddii weynayd	báddií weynayd	
8336	Mm__13__58.wav	baddii weynayd	báddií weynayd	
8337	Mm__13__59.wav	baddii weynayd	báddíí weynayd	
8338	Mm__13__60.wav	gabadha	gabádha	
8339	Mm__13__61.wav	gabadha	gabádha	
8340	Mm__13__62.wav	gabadhii	gabádhii	
8341	Mm__13__63.wav	gabadhii	gabádhii	
8342	Mm__13__64.wav	gabadhii weynayd	gabádhíí weynayd	
8343	Mm__13__65.wav	gabadhii weynayd	gabádhií weynayd	
8344	Mm__13__66.wav	gabadhii	gabádhii	
8345	Mm__13__67.wav	gabadh	gabár	
8346	Mm__13__68.wav	gabadh	gabár	
8347	Mm__13__69.wav	gabadh	gabádh	
8348	Mm__13__70.wav	qoriga	qóriga	
8349	Mm__13__71.wav	qoriga	qóriga	
8350	Mm__13__72.wav	qorigii	qórigii	
8351	Mm__13__73.wav	qorigii	qórigii	
8352	Mm__13__74.wav	ul	úl	
8353	Mm__13__75.wav	usha	úsha	
8354	Mm__13__76.wav	usha	úsha	
8355	Mm__13__77.wav	ushii	úshii	
8356	Mm__13__78.wav	ushii	úshii	
8357	Mm__13__79.wav	usha dheer	úsha dhéer	
8358	Mm__13__80.wav	usha dheer	úsha dhéer	
8359	Mm__13__81.wav	ushii dheerayd	úshīī dheerayd	
8360	Mm__13__82.wav	ushii dheerayd	úshīī dheerayd	
8361	Mm__13__83.wav	saxankayga	sáxankayga	
8362	Mm__13__84.wav	saxankayga	sáxankáyga	
8363	Mm__13__85.wav	saxankayga	sáxankayga	
8364	Mm__13__86.wav	saxankaygii	sáxankaygií	
8365	Mm__13__87.wav	saxankaygii	sáxankaygií	
8366	Mm__13__88.wav	saxankaygii	sáxankaygii	
8367	Mm__13__89.wav	saxankaaga	sáxankaaga	
8368	Mm__13__90.wav	saxankaaga	sáxankaaga	
8369	Mm__13__91.wav	saxankaagii	sáxankaagií	
8370	Mm__13__92.wav	saxankaagii	sáxankaagii	
8371	Mm__13__93.wav	saxankaaga cusub	sáxankaaga cusúb	
8372	Mm__13__94.wav	saxankaaga cusub	sáxankaaga cusub	
8373	Mm__13__95.wav	saxankaagii cusbaa	sáxankaagií cusbáa	
8374	Mm__13__96.wav	saxankaagii cusbaa	sáxankaagií cusbáa	
8375	Mm__13__97.wav	saxankiisa	sáxankiisa	
8376	Mm__13__98.wav	saxankiisa	sáxankiisa	
8377	Mm__13__99.wav	saxankiisii	sáxankiisií	
8378	Mm__13__100.wav	saxankiisii	sáxankiisií	
8379	Mm__13__101.wav	saxankeeda	sáxankeeda	
8380	Mm__13__102.wav	saxankeeda	sáxankeeda	
8381	Mm__13__103.wav	saxankeedii	sáxankeedií	
8382	Mm__13__104.wav	saxankeedii	sáxankeedií	
8383	Mm__13__105.wav	saxankeenna	sáxankeenna	
8384	Mm__13__106.wav	saxankeenna	sáxankeenna	
8385	Mm__13__107.wav	saxankeennii	sáxankeennií	
8386	Mm__13__108.wav	saxankeennii	sáxankeennií	
8387	Mm__13__109.wav	saxankayaga	sáxankayága	
8388	Mm__13__110.wav	saxankayaga	sáxankayaga	
8389	Mm__13__111.wav	saxankayagii	sáxankayágii	
8390	Mm__13__112.wav	saxankayagii	sáxankayágii	
8391	Mm__13__113.wav	saxankiinna	sáxankíinna	
8392	Mm__13__114.wav	saxankiinna	sáxankíinna	
8393	Mm__13__115.wav	saxankiinnii	sáxankiinnií	
8394	Mm__13__116.wav	saxankiinnii	sáxankiinnií	
8395	Mm__13__117.wav	saxankooda	sáxankóoda	
8396	Mm__13__118.wav	saxankooda	sáxankóoda	
8397	Mm__13__119.wav	saxankoodii	sáxankoodii	
8398	Mm__13__120.wav	saxankoodii	sáxankoodii	
8399	Mm__13__121.wav	saxankayga cusub	sáxankayga cusub	
8400	Mm__13__122.wav	saxankayga cusub	saxankáyga cusub	
8401	Mm__13__123.wav	saxankaygii cusbaa	saxankaygií cusbaá	
8402	Mm__13__124.wav	saxankaygii cusbaa	sáxankaygií cusbaa	
8403	Mm__13__125.wav	saxankaygan	sáxankaygáan	
8404	Mm__13__126.wav	saxankaygan	sáxankaygāān	
8405	Mm__13__127.wav	saxankaygan	sáxankaygaán	
8406	Mm__13__128.wav	saxankaygaas	sáxankaygaás	
8407	Mm__13__129.wav	saxankaygan cusub	sáxankaygaán cusub	
8408	Mm__13__130.wav	saxankaygan cusub	sáxankaygaán cusúb	
8409	Mm__13__131.wav	saxankaygan cusub	sáxankaygaán cusúb	
8410	Mm__13__132.wav	saxankaygaas	sáxankaygaás	
8411	Mm__13__133.wav	saxankaygaas	sáxankaygaás	
8412	Mm__13__134.wav	saxankaygaas cusub	sáxankaygaás cusub	
8413	Mm__13__135.wav	saxankaygaas cusub	sáxankaygaás cusub	
8414	Mm__13__136.wav	saxankaagaas	sáxankaagaas	
8415	Mm__13__137.wav	saxankaagaas	sáxankaagaas	
8416	Mm__13__138.wav	saxankaagaas cusub	sáxankaagaás cusub	
8417	Mm__13__139.wav	saxankaagaas cusub	sáxankaagaás cusub	
8418	Mm__13__140.wav	buugga	búugga	
8419	Mm__13__141.wav	buugga	búugga	
8420	Mm__13__142.wav	buuggii	búuggií	
8421	Mm__13__143.wav	buuggii	búuggií	
8422	Mm__13__144.wav	buuggii cusbaa	búuggií cusbaa	
8423	Mm__13__145.wav	buuggii cusbaa	búuggií cusbaa	
8424	Mm__13__146.wav	buuggan	búuggaán	
8425	Mm__13__147.wav	buuggan	búuggaan	
8426	Mm__13__148.wav	buugan cusub	búugaán cusub	
8427	Mm__13__149.wav	buugan cusub	búugáán cusub	
8428	Mm__13__150.wav	buuggaas	búuggaás	
8429	Mm__13__151.wav	buuggaas	búuggāās	
8430	Mm__13__152.wav	buuggaas cusub	búuggāās cusúb	
8431	Mm__13__153.wav	buuggaas cusub	búuggāās cusub	
8432	Mm__13__154.wav	saxanka	sáxanka	
8433	Mm__13__155.wav	saxanka	sáxanka	
8434	Mm__13__156.wav	saxankii	sáxankií	
8435	Mm__13__157.wav	saxankii	sáxankií	
8436	Mm__13__158.wav	saxanka Sahro	sáxanka Sahra	
8437	Mm__13__159.wav	saxanka Sahro	sáxanka Sahrá	
8438	Mm__13__160.wav	Sahro saxankeeda	Sahrá sáxankéeda	
8439	Mm__13__161.wav	Sahro saxankeeda	Sahrá sáxankéeda	
8440	Mm__13__162.wav	Sahro saxankeeda	Sahrá sáxankéeda	
8441	Mm__13__163.wav	saxankii Sahro	sáxankií Sahra	
8442	Mm__13__164.wav	saxankii Sahro	sáxankií Sahra	
8443	Mm__13__165.wav	saxankii Sahro	sáxankií Sahra	
8444	Mm__13__166.wav	saxankii yaraa ee Sahro	sáxankií yaraá ée Sahrá	
8445	Mm__13__167.wav	saxankii yaraa ee Sahro	sáxankií yaraá ee Sahra	
8446	Mm__13__168.wav	saxankii yaraa ee Sahro	sáxankií yaraá ee Sahra	
8447	Mm__13__169.wav	saxankan	saxankaán	
8448	Mm__13__170.wav	saxankan	sáxankaán	
8449	Mm__13__171.wav	saxankan yar	sáxankaan yar	
8450	Mm__13__172.wav	saxankan yar	sáxankaan yár	
8451	Mm__13__173.wav	saxankaas	saxankaás	
8452	Mm__13__174.wav	saxankaas	saxankaás	
8453	Mm__13__175.wav	saxankaas yar	sáxankaás yár	
8454	Mm__13__176.wav	saxankaas yar	sáxankaás yar	
8455	Mm__13__177.wav	warqadda	warqádda	
8456	Mm__13__178.wav	warqadda	warqádda	
8457	Mm__13__179.wav	warqaddii	warqáddii	
8458	Mm__13__180.wav	warqaddii	warqáddii	
8459	Mm__13__181.wav	warqadda Maxamed	warqádda Maxaméd	
8460	Mm__13__182.wav	warqadda Maxamed	warqádda Maxaméd	
8461	Mm__13__183.wav	warqaddii Maxamed	warqáddií Maxamed	
8462	Mm__13__184.wav	warqaddii Maxamed	warqáddií Maxamed	
8463	Mm__13__185.wav	warqaddan	warqáddaan	
8464	Mm__13__186.wav	warqaddan	warqáddaan	
8465	Mm__13__187.wav	warqaddan gaaban	warqáddaan gaabań	
8466	Mm__13__188.wav	warqaddan gaaban	warqáddaan gaabán	
8467	Mm__13__189.wav	warqaddaas	warqáddaas	
8468	Mm__13__190.wav	warqaddaas	wárqaddaas	
8469	Mm__13__191.wav	warqaddaas dheer	wárqaddāās dhéer	
8470	Mm__13__192.wav	warqaddaas dheer	warqáddāās dhéer	
8471	Mm__13__193.wav	wiilashaas wanaagsan	wiiláshaas wanaagsán	
8472	Mm__13__194.wav	wiilasha wanaagsan	wiilásha wanaagsán	
8473	Mm__13__195.wav	wiilasha wanaagsan	wiilásha wanaagsán	
8474	Mm__13__196.wav	nimanka wanaagsan	nimánka wanaagsán	
8475	Mm__13__197.wav	nimanka wanaagsan	nimánka wanaagsań	
8476	Mm__13__198.wav	nimankaas wanaagsan	nimánkaás wanaagsan	
8477	Mm__13__199.wav	nimankaas wanwanaagsan	nimánkaás wanwanaagsán	
8478	Mm__13__200.wav	nimankaas wanaagsan	nimánkaás wanaagsán	
8479	Mm__13__201.wav	nimankaas wanaagsan	nimánkaas wanaagsan	
8480	Mm__13__202.wav	wiilka dheer	wíilka dhéer	
8481	Mm__13__203.wav	wiilka dheer	wíilka dhéer	
8482	Mm__13__204.wav	wiilkii dheeraa	wíilkií dheeraá	
8483	Mm__13__205.wav	wiilkii dheeraa	wíilkií dheeraa	
8484	Mm__13__206.wav	wiilkii dheeraa	wíilkii dheeraa	
8485	Mm__13__207.wav	wiilka Muuse ee dheer	wíilka Muusé ee dhéer (?)	
8486	Mm__13__208.wav	wiilka dheer ee Muuse	wíilka dhéer ee Muusé	
8487	Mm__13__209.wav	wiilka dheer ee Muuse	wíilka dhéer ee Muusé	
8488	Mm__13__210.wav	baabuur cusub	baabúur cusúb	
8489	Mm__13__211.wav	baabuur cusub	baabúur cusúb	
8490	Mm__13__212.wav	baabuurka cusub	baabúurka cusúb	
8491	Mm__13__213.wav	baabuurka cusub	baabúurka cusub	
8492	Mm__13__214.wav	baabuurka Xasan ee cusub	baabúurka Xasán ee cusúb	
8493	Mm__13__215.wav	baabuurka Xasan ee cusub	baabúurka Xasán ee cusúb	
8494	Mm__13__216.wav	gaariga Xasan ee cusub	gaaríga Xasán ee cusúb	
8495	Mm__13__217.wav	gaariga Xasan ee cusub	gaaríga Xasán ee cusub	
8496	Mm__13__218.wav	shaqo adag	shaqó adag	
8497	Mm__13__219.wav	shaqo adag	shaqó adag	
8498	Mm__13__220.wav	shaqo adag	shaqó adag	
8499	Mm__13__221.wav	xirfad adag	xirfád adag	
8500	Mm__13__222.wav	xirfad adag	xirfád adág	
8501	Mm__13__223.wav	xirfad adag	xirfád adág	
8502	Mm__13__224.wav	shuqul adag	shúqul adag	
8503	Mm__13__225.wav	shaqada adag	shaqáda adág	
8504	Mm__13__226.wav	shaqada adag	shaqáda adag / adág (?)	
8505	Mm__13__227.wav	shaqada hooyo ee adag	shaqáda hooyó ee adág	
8506	Mm__13__228.wav	shaqada hooyo ee adag	shaqáda hooyó ee adág	
8507	Mm__13__229.wav	shaqada adag ee hooyo	shaqáda adág ee hooyó	
